Ngày,Lý do chi, Số tiền,Ghi chú,Điều kiện,Đầu tháng,,Số dư,"2,259,000"
2011-08-09,Ăn sáng,"17,000",,0,,,,
2011-08-09,Ăn trưa,"15,000",,0,,,,
2011-08-09,Linh tinh,"10,000",Hambugur,0,,,,
2011-08-09,Thu,-500,Rút heo,0,,,,
2011-08-09,Đá banh,"30,000",,0,,,,
2011-08-09,Gửi xe,"3,000",,0,,,,
2011-08-10,Ăn sáng,"18,000",,0,,,,
2011-08-10,Ăn trưa,"15,000",,0,,,,
2011-08-11,Ăn sáng,"7,000",,0,,,,
2011-08-11,Ăn trưa,"15,000",,0,,,,
2011-08-11,Rút tài khoản,"-500,000",,0,,,,
2011-08-11,Linh tinh,"518,500",,0,,,,
2011-08-11,Gửi xe,"3,000",Maximark,0,,,,
2011-08-12,Ăn sáng,"20,000",,0,,,,
2011-08-12,Ăn trưa,"15,000",,0,,,,
2011-08-12,Linh tinh,"15,500",Trà sữa,0,,,,
2011-08-12,Đổ xăng,"50,000",,0,,,,
2011-08-13,Ăn sáng,"21,000",,0,,,,
2011-08-14,Linh tinh,"4,000",Báo,0,,,,
2011-08-14,Rút tài khoản,"-500,000",,0,,,,
2011-08-14,Ăn sáng,"21,000",,0,,,,
2011-08-14,Linh tinh,"16,000",Xe buýt,0,,,,
2011-08-14,Thu,"-30,000",Hỗ trợ hiến máu,0,,,,
2011-08-14,Ăn trưa,"30,000",,0,,,,
2011-08-14,Gửi xe,"4,000",Chùa,0,,,,
2011-08-15,Ăn sáng,"19,000",,0,,,,
2011-08-15,Ăn trưa,"15,000",,0,,,,
2011-08-16,Ăn sáng,"18,000",,0,,,,
2011-08-16,Đổ xăng,"50,000",,0,,,,
2011-08-16,Ăn trưa,"20,000",,0,,,,
2011-08-16,Đá banh,"50,000",,0,,,,
2011-08-16,Gửi xe,"3,000",,0,,,,
2011-08-17,Ăn sáng,"19,000",,0,,,,
2011-08-17,Ăn trưa,"17,000",,0,,,,
2011-08-17,Rút tài khoản,"-2,500,000",,0,,,,
2011-08-17,Cho mượn,"2,000,000",Phong,0,,,,
2011-08-18,Đổ xăng,"50,000",,0,,,,
2011-08-18,Ăn sáng,"20,000",,0,,,,
2011-08-18,Ăn trưa,"15,000",,0,,,,
2011-08-18,Gửi xe,"3,000",,0,,,,
2011-08-18,Đá banh,"25,000",,0,,,,
2011-08-19,Ăn trưa,"15,000",,0,,,,
2011-08-19,Cho mượn,"200,000",Nhựt,0,,,,
2011-08-20,Đổ xăng,"40,000",,0,,,,
2011-08-20,Ăn sáng,"52,000",,0,,,,
2011-08-20,Nhậu,"100,000",Tiễn Linh,0,,,,
2011-08-22,Ăn sáng,"20,000",,0,,,,
2011-08-22,Đổ xăng,"50,000",,0,,,,
2011-08-22,Rút tài khoản,"-500,000",,0,,,,
2011-08-22,Cho mượn,"500,000",Nhân,0,,,,
2011-08-22,Ăn trưa,"15,000",,0,,,,
2011-08-22,Linh tinh,"8,000",Nước ngọt,0,,,,
2011-08-22,Ăn tối,"50,000",Với Loan,0,,,,
2011-08-23,Linh tinh,"20,000",Vé số,0,,,,
2011-08-23,Ăn sáng,"16,000",,0,,,,
2011-08-23,Ăn trưa,"15,000",,0,,,,
2011-08-23,Đá banh,"40,000",,0,,,,
2011-08-23,Gửi xe,"3,000",,0,,,,
2011-08-24,Đổ xăng,"50,000",,0,,,,
2011-08-24,Ăn sáng,"17,000",,0,,,,
2011-08-24,Ăn trưa,"15,000",,0,,,,
2011-08-25,Ăn sáng,"18,000",,0,,,,
2011-08-25,Ăn trưa,"15,000",,0,,,,
2011-08-25,Rút tài khoản,"-1,000,000",,0,,,,
2011-08-25,Cho mượn,"500,000",Cường,0,,,,
2011-08-26,Ăn sáng,"19,000",,0,,,,
2011-08-26,Linh tinh,"96,000",Nạp card điện thoại,0,,,,
2011-08-26,Ăn trưa,"20,000",,0,,,,
2011-08-27,Đổ xăng,"50,000",,0,,,,
2011-08-27,Đá banh,"25,000",,0,,,,
2011-08-28,Ăn sáng,"24,000",,0,,,,
2011-08-28,Linh tinh,"15,000",Rửa xe,0,,,,
2011-08-29,Ăn sáng,"18,000",,0,,,,
2011-08-29,Ăn trưa,"15,000",,0,,,,
2011-08-29,Thu tiền mượn,"-200,000",Nhựt,0,,,,
2011-08-29,Mượn,"-200,000",Nhựt,0,,,,
2011-08-30,Đổ xăng,"50,000",,0,,,,
2011-08-30,Ăn sáng,"20,000",,0,,,,
2011-08-30,Cho,"6,000",Mua bánh mì cho Nhân,0,,,,
2011-08-30,Ăn trưa,"15,000",,0,,,,
2011-08-30,Cho mượn,"15,000",Mua cơm cho Châu,0,,,,
2011-08-30,Linh tinh,"20,000",Nước ngọt (2 lon Red-bull),0,,,,
2011-08-30,Linh tinh,"11,000","Đi chơi nhà thờ Đức Bà với Trang, Trúc, Lai, Cường & em Cường",0,,,,
2011-08-30,Cho,"100,000","Linh (tại nhà thờ Đức Bà, cùng với Lai, Trang, Trúc)",0,,,,
2011-08-30,Gửi xe,"2,000",,0,,,,
2011-08-31,Ăn sáng,"7,000",,0,,,,
2011-08-31,Ăn trưa,"15,000",,0,,,,
2011-08-31,Thu tiền mượn,"-15,000",Châu,0,,,,
2011-09-01,Ăn sáng,"30,000",,0,,,,
2011-09-01,Ăn trưa,"15,000",,0,,,,
2011-09-01,Linh tinh,"20,000",Vé số,0,,,,
2011-09-01,Nhậu,"100,000","Nhân, anh Bình",0,,,,
2011-09-02,Rút tài khoản,"-1,000,000",,0,,,,
2011-09-02,Cho mượn,"500,000",Nhân,0,,,,
2011-09-03,Đổ xăng,"50,000",,0,,,,
2011-09-03,Cho mượn,"500,000",Linh,0,,,,
2011-09-04,Gửi xe,"3,000",,0,,,,
2011-09-04,Cà phê,"20,000",12A,0,,,,
2011-09-04,Linh tinh,"10,000",Hủ tiếu,0,,,,
2011-09-04,Đá banh,"50,000",Hôm qua + Hôm nay,0,,,,
2011-09-04,Gửi xe,"10,000",Cả nhóm,0,,,,
2011-09-05,Cho,"3,000",Ăn xin,0,,,,
2011-09-05,Ăn sáng,"19,000",,0,,,,
2011-09-05,Ăn trưa,"15,000",,0,,,,
2011-09-06,Ăn sáng,"12,000",+Nhân,0,,,,
2011-09-06,Ăn trưa,"20,000",,0,,,,
2011-09-06,Thu tiền mượn,"-100,000",Nhân,0,,,,
2011-09-06,Linh tinh,"40,000",Cắt chìa khóa,0,,,,
2011-09-06,Đá banh,"30,000",,0,,,,
2011-09-06,Gửi xe,"3,000",,0,,,,
2011-09-06,Ăn tối,"18,000",,0,,,,
2011-09-07,Đổ xăng,"50,000",,0,,,,
2011-09-07,Rút tài khoản,"-1,000,000",,0,,,,
2011-09-07,Ăn trưa,"15,000",,0,,,,
2011-09-08,Ăn trưa,"15,000",,0,,,,
2011-09-08,Linh tinh,"15,000",Trà sữa,0,,,,
2011-09-08,Nhậu,"100,000",,0,,,,
2011-09-09,Ăn sáng,"12,000",,0,,,,
2011-09-09,Cà phê,"7,000",,0,,,,
2011-09-09,Ăn trưa,"15,000",,0,,,,
2011-09-09,Ăn tối,"15,000",,0,,,,
2011-09-09,Cho mượn,"500,000",Nhân,0,,,,
2011-09-10,Thu,"-100,000",Chị Châu cho,0,,,,
2011-09-10,Cà phê,"50,000","with 2 Thịnh, Cường, Trúc",0,,,,
2011-09-11,Đổ xăng,"50,000",,0,,,,
2011-09-11,Linh tinh,"55,000",Mì gói + Cờ tướng,0,,,,
2011-09-11,Đá banh,"25,000",,0,,,,
2011-09-11,Gửi xe,"8,000",,0,,,,
2011-09-12,Ăn sáng,"19,000",,0,,,,
2011-09-12,Ăn trưa,"15,000",,0,,,,
2011-09-13,Ăn sáng,"30,000",+Nhân,0,,,,
2011-09-13,Ăn trưa,"15,000",,0,,,,
2011-09-13,Đá banh,"35,000",,0,,,,
2011-09-13,Cho mượn,"35,000",Nhân,0,,,,
2011-09-13,Gửi xe,"3,000",,0,,,,
2011-09-14,Ăn sáng,"30,000",+Nhân,0,,,,
2011-09-14,Ăn trưa,"15,000",,0,,,,
2011-09-14,Thu tiền mượn,"-35,000",Nhân,0,,,,
2011-09-14,Cà phê,"7,000",,0,,,,
2011-09-15,Ăn trưa,"20,000",,0,,,,
2011-09-15,Rút tài khoản,"-1,000,000",,0,,,,
2011-09-15,Linh tinh,"25,000",Sinh tố,0,,,,
2011-09-16,Ăn sáng,"30,000",,0,,,,
2011-09-16,Ăn trưa,"15,000",,0,,,,
2011-09-17,Đổ xăng,"50,000",,0,,,,
2011-09-17,Đá banh,"30,000",,0,,,,
2011-09-17,Gửi xe,"2,000",,0,,,,
2011-09-17,Ăn tối,"25,000",,0,,,,
2011-09-17,Linh tinh,"10,000",Sinh tố,0,,,,
2011-09-18,Phòng,"200,000",,0,,,,
2011-09-18,Linh tinh,"150,000",Đồ dùng trong nhà + Ăn trưa,0,,,,
2011-09-18,Cà phê,"50,000",Offline guitarpro.vn với Loan,0,,,,
2011-09-19,Ăn sáng,"15,000",,0,,,,
2011-09-19,Ăn trưa,"15,000",,0,,,,
2011-09-20,Trả nợ,"200,000",Nhựt,0,,,,
2011-09-20,Ăn trưa,"15,000",,0,,,,
2011-09-20,Cho mượn,"150,000",Nhân,0,,,,
2011-09-20,Đá banh,"25,000",,0,,,,
2011-09-20,Gửi xe,"3,000",,0,,,,
2011-09-21,Rút tài khoản,"-1,000,000",,0,,,,
2011-09-21,Ăn trưa,"15,000",,0,,,,
2011-09-22,Ăn sáng,"50,000",Trả dùm Nhân mấy bữa trước,0,,,,
2011-09-22,Ăn trưa,"20,000",,0,,,,
2011-09-22,Cho mượn,"100,000",Nhân,0,,,,
2011-09-22,Đổ xăng,"50,000",,0,,,,
2011-09-23,Ăn sáng,"30,000",,0,,,,
2011-09-23,Ăn trưa,"15,000",,0,,,,
2011-09-23,Gửi xe,"3,000",Rạp phim,0,,,,
2011-09-23,Linh tinh,"18,000",Nước ngọt (Rạp phim),0,,,,
2011-09-24,Cho mượn,"150,000",Nhân,0,,,,
2011-09-24,Linh tinh,"106,000",Thẻ nhớ,0,,,,
2011-09-24,Ăn trưa,"15,000",,0,,,,
2011-09-24,Linh tinh,"1,000",Đá lạnh,0,,,,
2011-09-24,Rút tài khoản,"-1,800,000",,0,,,,
2011-09-24,Linh tinh,"100,000",Capo,0,,,,
2011-09-24,Linh tinh,"290,000",Metronome,0,,,,
2011-09-24,Cho mượn,"400,000",Lai,0,,,,
2011-09-24,Cho,"10,000",Lai (mua capo + metronome),0,,,,
2011-09-24,Gửi xe,"3,000",Nhà thi đấu Phú Thọ,0,,,,
2011-09-24,Nhậu,"100,000","với Lai, Thịnh",0,,,,
2011-09-25,Linh tinh,"170,000","Đi chơi Thanh Đa, Bình Quới cùng 12A (Câu cá, ăn nhậu)",0,,,,
2011-09-25,Đá banh,"50,000",Thua,0,,,,
2011-09-25,Gửi xe,"2,000",Sân banh,0,,,,
2011-09-25,Đổ xăng,"50,000",,0,,,,
2011-09-26,Ăn trưa,"15,000",,0,,,,
2011-09-26,Linh tinh,"150,000",Xem phim,0,,,,
2011-09-26,Ăn tối,"29,000",,0,,,,
2011-09-26,Linh tinh,"25,000",Chụp hình thẻ,0,,,,
2011-09-27,Ăn sáng,"24,000",,0,,,,
2011-09-27,Ăn trưa,"15,000",,0,,,,
2011-09-27,Đá banh,"35,000",,0,,,,
2011-09-27,Gửi xe,"3,000",,0,,,,
2011-09-27,Ăn tối,"9,000",,0,,,,
2011-09-28,Ăn trưa,"19,000",,0,,,,
2011-09-28,Ăn tối,"12,000",,0,,,,
2011-09-28,Linh tinh,"12,000",Bình ga,0,,,,
2011-09-28,Linh tinh,"1,000",Đá lạnh,0,,,,
2011-09-29,Ăn sáng,"20,000",,0,,,,
2011-09-29,Ăn trưa,"20,000",,0,,,,
2011-09-29,Thu,"-6,000",Mì gói cho a.Viễn :)),0,,,,
2011-09-30,Ăn sáng,"23,000",Trả lúc trưa cho Nhân,0,,,,
2011-09-30,Ăn trưa,"20,000",,0,,,,
2011-09-30,Ăn tối,"15,000",,0,,,,
2011-09-30,Cà phê,"28,000",,0,,,,
2011-10-01,Đổ xăng,"50,000",,0,,,,
2011-10-01,Linh tinh,"5,000",Hành tây,0,,,,
2011-10-01,Nhậu,"200,000",Sinh nhật Hồng 3 Mùi,0,,,,
2011-10-02,Đá banh,"50,000",,0,,,,
2011-10-02,Gửi xe,"2,000",Sân banh,0,,,,
2011-10-03,Thu,"-6,000",Sữa cho Châu,0,,,,
2011-10-03,Ăn trưa,"15,000",,0,,,,
2011-10-03,Ăn tối,"15,000",,0,,,,
2011-10-03,Linh tinh,"18,000",Thuốc,0,,,,
2011-10-04,Ăn sáng,"18,000",,0,,,,
2011-10-04,Ăn trưa,"15,000",,0,,,,
2011-10-04,Đá banh,"35,000",,0,,,,
2011-10-04,Gửi xe,"6,000",Trả dùm a.Viễn,0,,,,
2011-10-04,Ăn tối,"14,000",,0,,,,
2011-10-05,Ăn sáng,"22,000",,0,,,,
2011-10-05,Cho mượn,"100,000",Nhân,0,,,,
2011-10-05,Ăn trưa,"15,000",,0,,,,
2011-10-05,Rút tài khoản,"-1,000,000",,0,,,,
2011-10-05,Đổ xăng,"50,000",,0,,,,
2011-10-05,Ăn tối,"27,000",,0,,,,
2011-10-06,Ăn trưa,"30,000",With Nhân,0,,,,
2011-10-06,Linh tinh,"10,000",Nước ngọt,0,,,,
2011-10-06,Ăn tối,"15,000",,0,,,,
2011-10-06,Cà phê,"116,000",,0,,,,
2011-10-07,Ăn sáng,"30,000",,0,,,,
2011-10-07,Gửi xe,"3,000",Big C,0,,,,
2011-10-07,Linh tinh,"50,000","Cafe, giấy đựng rác, ăn tối...",0,,,,
2011-10-08,Ăn trưa,"27,000",,0,,,,
2011-10-08,Ăn tối,"48,000",,0,,,,
2011-10-08,Đổ xăng,"50,000",,0,,,,
2011-10-09,Linh tinh,"2,000",Bơm xe,0,,,,
2011-10-09,Rút tài khoản,"-3,000,000",,0,,,,
2011-10-09,Cho mượn,"3,000,000",Chị Hai,0,,,,
2011-10-09,Thu,"-3,000",Mua nón bảo hiểm dư,0,,,,
2011-10-09,Hớt tóc,"20,000",,0,,,,
2011-10-09,Ăn tối,"21,000",,0,,,,
2011-10-10,Ăn trưa,"20,000",,0,,,,
2011-10-10,Linh tinh,"40,000",Bánh tráng,0,,,,
2011-10-11,Ăn sáng,"16,000",,0,,,,
2011-10-11,Linh tinh,"10,000",Nước ngọt,0,,,,
2011-10-11,Ăn trưa,"15,000",,0,,,,
2011-10-11,Linh tinh,"10,000",Phụ tiền cắt chìa khóa với Nhân,0,,,,
2011-10-11,Đá banh,"35,000",,0,,,,
2011-10-11,Gửi xe,"3,000",,0,,,,
2011-10-11,Ăn tối,"12,000",,0,,,,
2011-10-12,Đổ xăng,"50,000",,0,,,,
2011-10-12,Ăn sáng,"20,000",,0,,,,
2011-10-12,Ăn trưa,"15,000",,0,,,,
2011-10-13,Ăn sáng,"30,000",,0,,,,
2011-10-13,Ăn trưa,"15,000",,0,,,,
2011-10-13,Ăn tối,"31,000",Với Loan,0,,,,
2011-10-14,Ăn trưa,"20,000",,0,,,,
2011-10-15,Ăn sáng,"12,000",,0,,,,
2011-10-15,Rút tài khoản,"-1,000,000",,0,,,,
2011-10-16,Linh tinh,"6,000",Báo + Đá lạnh,0,,,,
2011-10-16,Thay nhớt,"100,000",+ Tăng xên,0,,,,
2011-10-16,Đổ xăng,"50,000",,0,,,,
2011-10-16,Nhậu,"102,000","Với Thu, bé Thương",0,,,,
2011-10-17,Ăn sáng,"19,000",,0,,,,
2011-10-17,Ăn trưa,"15,000",,0,,,,
2011-10-17,Rút tài khoản,"-1,000,000",,0,,,,
2011-10-17,Cho mượn,"200,000",Nhân,0,,,,
2011-10-17,Phòng,"800,000",,0,,,,
2011-10-17,Ăn tối,"18,000",,0,,,,
2011-10-18,Ăn trưa,"15,000",,0,,,,
2011-10-18,Gửi xe,"3,000",Cho Nhân,0,,,,
2011-10-18,Ăn tối,"24,000",,0,,,,
2011-10-18,Linh tinh,"1,000",Đá lạnh,0,,,,
2011-10-19,Ăn trưa,"15,000",,0,,,,
2011-10-19,Ăn tối,"15,000",,0,,,,
2011-10-19,Linh tinh,"105,000","Sách (Đặng Thái Sơn, cờ vua), long não, kẹo mút",0,,,,
2011-10-19,Thu tiền mượn,"-1,000,000",Nhân,0,,,,
2011-10-20,Ăn sáng,"30,000",,0,,,,
2011-10-20,Ăn trưa,"15,000",,0,,,,
2011-10-20,Nhậu,"125,000","Ăn tối, karaoke",0,,,,
2011-10-21,Ăn trưa,"15,000",,0,,,,
2011-10-21,Ăn tối,"15,000",,0,,,,
2011-10-21,Đổ xăng,"50,000",,0,,,,
2011-10-21,Linh tinh,"30,000",Sạc điện thoại,0,,,,
2011-10-23,Linh tinh,"13,000",Thuốc,0,,,,
2011-10-23,Ăn sáng,"7,000",,0,,,,
2011-10-23,Cà phê,"100,000",Offline Viet Guitar,0,,,,
2011-10-23,Gửi xe,"5,000",,0,,,,
2011-10-24,Linh tinh,"18,000",Thuốc,0,,,,
2011-10-24,Ăn sáng,"10,000",,0,,,,
2011-10-24,Ăn trưa,"15,000",,0,,,,
2011-10-24,Cho mượn,"500,000",Nhựt,0,,,,
2011-10-25,Ăn sáng,"30,000",,0,,,,
2011-10-25,Nhậu,"60,000",,0,,,,
2011-10-25,Gửi xe,"2,000",,0,,,,
2011-10-26,Ăn trưa,"30,000",,0,,,,
2011-10-26,Đổ xăng,"50,000",,0,,,,
2011-10-27,Ăn sáng,"22,000",,0,,,,
2011-10-27,Ăn trưa,"20,000",,0,,,,
2011-10-27,Cho mượn,"200,000",Nhân,0,,,,
2011-10-27,Linh tinh,"9,000",Nước,0,,,,
2011-10-28,Ăn trưa,"15,000",,0,,,,
2011-10-28,Linh tinh,"36,000","Sinh tố, cá viên chiên",0,,,,
2011-10-29,Linh tinh,"7,000",Bánh mì,0,,,,
2011-10-30,Ăn sáng,"23,000",,0,,,,
2011-10-30,Ăn trưa,"15,000",,0,,,,
2011-10-30,Linh tinh,"12,000",Sữa,0,,,,
2011-10-30,Ăn tối,"16,000",,0,,,,
2011-10-31,Ăn trưa,"15,000",,0,,,,
2011-10-31,Thu,"-6,000",Mì gói cho anh Viễn,0,,,,
2011-10-31,Rút tài khoản,"-900,000",,0,,,,
2011-10-31,Ăn tối,"20,000",,0,,,,
2011-10-31,Đổ xăng,"50,000",,0,,,,
2011-10-31,Linh tinh,"8,000",Nước ngọt (đi coi hát với Mỹ ở nhà hát thành phố,0,,,,
2011-11-01,Ăn sáng,"22,000",,0,,,,
2011-11-01,Ăn trưa,"15,000",,0,,,,
2011-11-01,Đá banh,"30,000",,0,,,,
2011-11-01,Gửi xe,"3,000",,0,,,,
2011-11-01,Ăn tối,"24,000",,0,,,,
2011-11-02,Ăn sáng,"39,000",,0,,,,
2011-11-02,Ăn trưa,"20,000",,0,,,,
2011-11-02,Linh tinh,"15,000",Kem đánh răng,0,,,,
2011-11-03,Ăn sáng,"30,000",,0,,,,
2011-11-03,Ăn trưa,"15,000",,0,,,,
2011-11-03,Ăn tối,"10,000",,0,,,,
2011-11-04,Ăn trưa,"15,000",,0,,,,
2011-11-05,Gửi xe,"3,000",Sân bóng Phú Thọ,0,,,,
2011-11-05,Linh tinh,"16,000",Nước ngọt,0,,,,
2011-11-05,Đổ xăng,"50,000",,0,,,,
2011-11-05,Linh tinh,"20,000",Đồ ăn tối cho Nhân,0,,,,
2011-11-06,Ăn sáng,"8,000",,0,,,,
2011-11-06,Mượn,"-200,000",Nhân,0,,,,
2011-11-06,Gửi xe,"5,000",Nhà hàng Thủy Tạ,0,,,,
2011-11-06,Linh tinh,"500,000",Đám cưới anh Khang,0,,,,
2011-11-06,Cà phê,"78,000","Với a.Tâm, a.Tài, a.Bình, Nhân",0,,,,
2011-11-07,Ăn trưa,"15,000",,0,,,,
2011-11-07,Linh tinh,"23,000",Sữa,0,,,,
2011-11-07,Thất thoát,"140,000",,0,,,,
2011-11-07,Rút tài khoản,"-1,000,000",,0,,,,
2011-11-07,Trả nợ,"200,000",Nhân,0,,,,
2011-11-07,Nhậu,"150,000",Sinh nhật a.Viễn team HRP US,0,,,,
2011-11-08,Ăn sáng,"26,000",,0,,,,
2011-11-08,Ăn trưa,"15,000",,0,,,,
2011-11-08,Đá banh,"30,000",,0,,,,
2011-11-08,Gửi xe,"3,000",,0,,,,
2011-11-08,Đổ xăng,"50,000",,0,,,,
2011-11-09,Ăn sáng,"24,000",,0,,,,
2011-11-09,Ăn trưa,"15,000",,0,,,,
2011-11-09,Ăn tối,"15,000",,0,,,,
2011-11-10,Ăn trưa,"30,000",Với Nhân,0,,,,
2011-11-10,Linh tinh,"242,000",Bánh kem cho Huyên,0,,,,
2011-11-10,Nhậu,"150,000",Karaoke,0,,,,
2011-11-11,Ăn trưa,"15,000",,0,,,,
2011-11-11,Ăn tối,"20,000",,0,,,,
2011-11-12,Ăn sáng,"52,000",,0,,,,
2011-11-12,Ăn trưa,"15,000",,0,,,,
2011-11-12,Gửi xe,"3,000","Siêu thị, để đi rút tiền",0,,,,
2011-11-12,Rút tài khoản,"-1,000,000",,0,,,,
2011-11-12,Ăn tối,"52,000",Với Loan,0,,,,
2011-11-13,Ăn sáng,"8,000",,0,,,,
2011-11-13,Đổ xăng,"50,000",,0,,,,
2011-11-14,Ăn sáng,"16,000",,0,,,,
2011-11-14,Ăn trưa,"15,000",,0,,,,
2011-11-14,Ăn tối,"15,000",,0,,,,
2011-11-15,Cho mượn,"500,000",Nhân,0,,,,
2011-11-15,Ăn trưa,"15,000",,0,,,,
2011-11-15,Đá banh,"60,000",Trả dùm Nhân,0,,,,
2011-11-15,Gửi xe,"3,000",,0,,,,
2011-11-16,Ăn sáng,"10,000",,0,,,,
2011-11-16,Linh tinh,"10,000","Thuốc sổ muỗi, hắt hơi",0,,,,
2011-11-16,Ăn trưa,"15,000",,0,,,,
2011-11-16,Rút tài khoản,"-2,000,000",,0,,,,
2011-11-16,Ăn tối,"15,000",,0,,,,
2011-11-16,Cho mượn,"1,200,000",Nhân,0,,,,
2011-11-16,Phòng,"800,000",,0,,,,
2011-11-17,Ăn sáng,"24,000",,0,,,,
2011-11-17,Ăn trưa,"15,000",,0,,,,
2011-11-17,Rút tài khoản,"-1,000,000",,0,,,,
2011-11-17,Gửi xe,"3,000",,0,,,,
2011-11-17,Cho mượn,"300,000",Thu,0,,,,
2011-11-17,Linh tinh,"22,000",Phí chuyển khoản cho Thu,0,,,,
2011-11-17,Gửi xe,"2,000","Nhà sách Nhân Văn, đường Trường Chinh, gần Ấp Bắc",0,,,,
2011-11-18,Ăn sáng,"2,000",Phụ Nhân,0,,,,
2011-11-18,Gửi xe,"3,000","Nhà sách Nhân Văn, đường CMT8",0,,,,
2011-11-18,Linh tinh,"255,000",,0,,,,
2011-11-18,Gửi xe,"3,000",Siêu thị MaxiMark,0,,,,
2011-11-18,Đổ xăng,"50,000",,0,,,,
2011-11-18,Ăn trưa,"15,000",,0,,,,
2011-11-19,Ăn sáng,"20,000",,0,,,,
2011-11-19,Ăn trưa,"15,000",,0,,,,
2011-11-20,Linh tinh,"3,000",Bơm xe,0,,,,
2011-11-20,Linh tinh,"100,000",Đám cưới Nhi,0,,,,
2011-11-20,Cho mượn,"100,000",Lai,0,,,,
2011-11-20,Cho mượn,"100,000",Xuân Thịnh,0,,,,
2011-11-20,Cho mượn,"100,000",Trúc,0,,,,
2011-11-20,Cho mượn,"100,000",Loan,0,,,,
2011-11-20,Cho mượn,"100,000",Bình,0,,,,
2011-11-20,Mượn,"-100,000",Thương,0,,,,
2011-11-21,Ăn sáng,"24,000",,0,,,,
2011-11-21,Cà phê,"7,000",,0,,,,
2011-11-21,Rút tài khoản,"-800,000",,0,,,,
2011-11-21,Linh tinh,"15,000",Bánh mì,0,,,,
2011-11-22,Linh tinh,"90,000",Xem phim,0,,,,
2011-11-22,Ăn tối,"25,000",,0,,,,
2011-11-22,Gửi xe,"3,000",,0,,,,
2011-11-22,Linh tinh,"21,000","Mì gói, đá lạnh",0,,,,
2011-11-23,Ăn sáng,"24,000",,0,,,,
2011-11-23,Cho mượn,"100,000",Nhân,0,,,,
2011-11-24,Thu tiền mượn,"-600,000",Nhân,0,,,,
2011-11-24,Nhậu,"100,000",,0,,,,
2011-11-24,Linh tinh,"27,000",Thuốc tiêu chảy cho Nhân,0,,,,
2011-11-25,Ăn sáng,"10,000",,0,,,,
2011-11-25,Linh tinh,"97,000",Nạp card điện thoại,0,,,,
2011-11-25,Ăn tối,"42,000",,0,,,,
2011-11-25,Cà phê,"110,000",,0,,,,
2011-11-26,Trả nợ,"100,000",Thương,0,,,,
2011-11-26,Ăn sáng,"60,000",Với Thương,0,,,,
2011-11-26,Gửi xe,"1,000",Trường SPKT,0,,,,
2011-11-26,Đổ xăng,"50,000",,0,,,,
2011-11-26,Ăn trưa,"35,000",,0,,,,
2011-11-26,Ăn tối,"26,000",,0,,,,
