Ngày,Lý do chi, Số tiền,Ghi chú,Điều kiện,Đầu tháng,,Số dư,"2,259,000"
2012-03-12,Ăn tối,"17,000",,0,,,,
2012-03-13,Ăn sáng,"10,000",,0,,,,
2012-03-13,Ăn trưa,"29,000",,0,,,,
2012-03-14,Ăn sáng,"15,000",,0,,,,
2012-03-14,Cho,"20,000",Thăm vợ anh Lộc,0,,,,
2012-03-14,Ăn trưa,"30,000",,0,,,,
2012-03-14,Ăn tối,"17,000",,0,,,,
2012-03-14,Thu tiền mượn,"-800,000",Nhân,0,,,,
2012-03-14,Phòng,"800,000",,0,,,,
2012-03-15,Ăn sáng,"10,000",,0,,,,
2012-03-15,Ăn trưa,"35,000",,0,,,,
2012-03-15,Rút tài khoản,"-1,000,000","Cho Nhân mượn, trả ngay trong tối hôm đó",0,,,,
2012-03-15,Đổ xăng,"50,000",,0,,,,
2012-03-15,Nhậu,"150,000",Sinh nhật Nhân,0,,,,
2012-03-16,Ăn trưa,"30,000",,0,,,,
2012-03-16,Nhậu,"100,000",,0,,,,
2012-03-16,Cà phê,"120,000",Sao Mai,0,,,,
2012-03-17,Linh tinh,"2,000",Phụ tiền photo giấy tờ của Hai,0,,,,
2012-03-17,Nhậu,"150,000","Với Nhân, Nghĩa, Lâm, Huy, Duy & bồ Duy",0,,,,
2012-03-18,Cà phê,"52,000","+ ăn sáng với Nhân, Nghĩa, Lâm, Huy",0,,,,
2012-03-18,Gửi xe,"6,000",Gửi xe nhà Ngũ,0,,,,
2012-03-18,Linh tinh,"325,000","Karaoke với Nhân, Nghĩa, Ngũ, em Ngũ, Châu",0,,,,
2012-03-19,Đổ xăng,"50,000",,0,,,,
2012-03-19,Ăn sáng,"15,000",,0,,,,
2012-03-19,Ăn trưa,"30,000",,0,,,,
2012-03-19,Linh tinh,"25,000",Cắt chìa khóa,0,,,,
2012-03-19,Linh tinh,"5,000",Nước mía,0,,,,
2012-03-19,Ăn tối,"29,000",,0,,,,
2012-03-19,Cà phê,"240,000",Sao Mai,0,,,,
2012-03-20,Ăn sáng,"10,000",,0,,,,
2012-03-20,Ăn trưa,"30,000",,0,,,,
2012-03-20,Rút tài khoản,"-1,000,000",,0,,,,
2012-03-20,Linh tinh,"93,000",Quà cho bé Minh Quân,0,,,,
2012-03-20,Gửi xe,"3,000",Siêu thị Maximark,0,,,,
2012-03-21,Ăn sáng,"20,000",,0,,,,
2012-03-21,Ăn trưa,"30,000",,0,,,,
2012-03-21,Linh tinh,"7,000",Bánh mì que,0,,,,
2012-03-21,Ăn tối,"17,000",,0,,,,
2012-03-21,Cho mượn,"100,000",Nhân,0,,,,
2012-03-22,Ăn sáng,"24,000",,0,,,,
2012-03-22,Ăn trưa,"50,000",,0,,,,
2012-03-22,Ăn tối,"25,000",,0,,,,
2012-03-22,Đổ xăng,"50,000",,0,,,,
2012-03-22,Cà phê,"40,000","Với Loan, Lệ, bạn Loan...",0,,,,
2012-03-23,Ăn sáng,"10,000",,0,,,,
2012-03-23,Ăn trưa,"10,000",,0,,,,
2012-03-23,Ăn tối,"28,000",,0,,,,
2012-03-23,Linh tinh,"72,000",Quà sinh nhật Mỹ,0,,,,
2012-03-23,Gửi xe,"3,000",Siêu thị Maximark,0,,,,
2012-03-24,Ăn trưa,"17,000",,0,,,,
2012-03-24,Ăn tối,"27,000",,0,,,,
2012-03-25,Ăn sáng,"20,000",,0,,,,
2012-03-25,Ăn trưa,"21,000",,0,,,,
2012-03-25,Thay nhớt,"75,000","+ Bơm lốp, tăng xên",0,,,,
2012-03-25,Ăn tối,"70,000",,0,,,,
2012-03-26,Ăn sáng,"15,000",,0,,,,
2012-03-26,Ăn trưa,"30,000",,0,,,,
2012-03-26,Ăn tối,"13,000",,0,,,,
2012-03-26,Linh tinh,"10,000",Nước mía với Yến,0,,,,
2012-03-27,Ăn sáng,"10,000",,0,,,,
2012-03-27,Ăn trưa,"30,000",,0,,,,
2012-03-27,Gửi xe,"3,000",,0,,,,
2012-03-27,Đá banh,"20,000",Trả dùm Nhân 10.000,0,,,,
2012-03-27,Ăn tối,"12,000",,0,,,,
2012-03-27,Đổ xăng,"50,000",,0,,,,
2012-03-28,Cho mượn,"100,000",Nhân,0,,,,
2012-03-28,Ăn sáng,"15,000",,0,,,,
2012-03-28,Ăn trưa,"30,000",,0,,,,
2012-03-28,Ăn tối,"16,000",,0,,,,
2012-03-29,Ăn sáng,"10,000",,0,,,,
2012-03-29,Ăn trưa,"32,000",,0,,,,
2012-03-29,Ăn tối,"17,000",,0,,,,
2012-03-30,Ăn sáng,"24,000",,0,,,,
2012-03-31,Ăn sáng,"12,000",,0,,,,
2012-03-31,Ăn tối,"25,000",,0,,,,
2012-03-31,Gửi xe,"4,000","Xem phim với Nhân, Châu",0,,,,
2012-03-31,Cà phê,"90,000","Với Nhân, Châu",0,,,,
2012-03-31,Linh tinh,"30,000",Bánh mì,0,,,,
2012-03-31,Linh tinh,"23,000",Nước ngọt,0,,,,
2012-04-01,Ăn sáng,"15,000",,0,,,,
2012-04-01,Linh tinh,"40,000","Chơi PES với Nhân, Nghĩa",0,,,,
2012-04-01,Ăn tối,"20,000",,0,,,,
2012-04-02,Ăn sáng,"10,000",,0,,,,
2012-04-02,Ăn tối,"25,000",,0,,,,
2012-04-03,Ăn sáng,"10,000",,0,,,,
2012-04-03,Rút tài khoản,"-1,000,000",,0,,,,
2012-04-03,Đổ xăng,"50,000",,0,,,,
2012-04-03,Gửi xe,"3,000",Sân banh,0,,,,
2012-04-03,Đá banh,"10,000",,0,,,,
2012-04-03,Nhậu,"100,000",Trả dùm Nhân 50.000,0,,,,
2012-04-04,Ăn sáng,"15,000",,0,,,,
2012-04-04,Ăn trưa,"100,000",,0,,,,
2012-04-04,Linh tinh,"18,000",Bánh mì que + trả nợ a Đường,0,,,,
2012-04-05,Ăn sáng,"20,000",,0,,,,
2012-04-05,Ăn trưa,"30,000",,0,,,,
2012-04-05,Linh tinh,"140,000",Vé xem phim cho thứ 7 (+1 vé cho cThanh),0,,,,
2012-04-05,Ăn tối,"22,000",,0,,,,
2012-04-05,Linh tinh,"15,000",Nước ngọt,0,,,,
2012-04-06,Ăn sáng,"10,000",,0,,,,
2012-04-06,Ăn trưa,"30,000",,0,,,,
2012-04-06,Nhậu,"210,000","Nhậu + Karaoke với Châu, Nhân, Huy, Ngũ, Lượng",0,,,,
2012-04-07,Rút tài khoản,"-1,000,000",,0,,,,
2012-04-07,Gửi xe,"3,000",,0,,,,
2012-04-07,Đổ xăng,"50,000",,0,,,,
2012-04-07,Ăn tối,"100,000",Với team Android,0,,,,
2012-04-07,Cà phê,"110,000",,0,,,,
2012-04-08,Ăn sáng,"15,000",,0,,,,
2012-04-08,Ăn tối,"13,000",,0,,,,
2012-04-09,Ăn sáng,"10,000",,0,,,,
2012-04-09,Thu tiền mượn,"-1,000,000",Nhân,0,,,,
2012-04-10,Ăn sáng,"10,000",,0,,,,
2012-04-10,Thu,"-100,000",Mừng sinh nhật của công ty,0,,,,
2012-04-10,Gửi xe,"3,000",,0,,,,
2012-04-10,Ăn tối,"12,000",,0,,,,
2012-04-11,Linh tinh,"52,000",2 lốc sữa Cô Gái Hà Lan,0,,,,
2012-04-11,Ăn trưa,"30,000",,0,,,,
2012-04-11,Nhậu,"100,000",Với team MKP,0,,,,
2012-04-12,Ăn sáng,"24,000",,0,,,,
2012-04-12,Ăn trưa,"90,000",,0,,,,
2012-04-12,Ăn tối,"28,000",,0,,,,
2012-04-12,Đổ xăng,"50,000",,0,,,,
2012-04-12,Cà phê,"120,000","Cafe Guitar Gỗ với Mỹ, Lai, Loan",0,,,,
2012-04-12,Thu tiền mượn,"-700,000",Nhân,0,,,,
2012-04-12,Phòng,"700,000",,0,,,,
2012-04-13,Ăn sáng,"15,000",,0,,,,
2012-04-13,Ăn trưa,"25,000",,0,,,,
2012-04-13,Nhậu,"300,000",Team HRP,0,,,,
2012-04-14,Gửi xe,"3,000",eTown 2,0,,,,
2012-04-14,Linh tinh,"17,000",Miếng lót chuột,0,,,,
2012-04-15,Đổ xăng,"50,000",,0,,,,
2012-04-15,Rút tài khoản,"-10,000,000",,0,,,,
2012-04-15,Cho mượn,"10,000,000",Má,0,,,,
2012-04-15,Ăn trưa,"14,000",,0,,,,
2012-04-15,Cà phê,"50,000","Với Thu, bé Thương",0,,,,
2012-04-15,Cho mượn,"200,000",Thu,0,,,,
2012-04-15,Ăn tối,"22,000",,0,,,,
2012-04-16,Ăn sáng,"7,000",,0,,,,
2012-04-16,Ăn trưa,"30,000",,0,,,,
2012-04-17,Ăn sáng,"20,000",,0,,,,
2012-04-17,Nhậu,"586,000","Mừng sinh nhật với Nhân, Nghĩa, Châu, Ngũ",0,,,,
2012-04-18,Đổ xăng,"50,000",,0,,,,
2012-04-18,Ăn sáng,"10,000",,0,,,,
2012-04-18,Ăn trưa,"60,000",,0,,,,
2012-04-18,Rút tài khoản,"-1,000,000",,0,,,,
2012-04-18,Linh tinh,"330,000",Quà cho Minh Quốc,0,,,,
2012-04-19,Ăn trưa,"60,000",Trả dùm 30k cho Thanh,0,,,,
2012-04-19,Ăn tối,"25,000",,0,,,,
2012-04-20,Ăn sáng,"15,000",,0,,,,
2012-04-20,Cho mượn,"500,000",Nhựt,0,,,,
2012-04-20,Rút tài khoản,"-1,000,000",,0,,,,
2012-04-20,Nhậu,"150,000",Với team QA,0,,,,
2012-04-21,Gửi xe,"3,000",,0,,,,
2012-04-21,Ăn tối,"25,000",,0,,,,
2012-04-22,Linh tinh,"4,000",Bơm xe,0,,,,
2012-04-22,Đổ xăng,"50,000",,0,,,,
2012-04-22,Cà phê,"32,000",Với bé Hân,0,,,,
2012-04-22,Cho mượn,"300,000",Nhân,0,,,,
2012-04-22,Cà phê,"28,000",Coi đá banh với Nghĩa,0,,,,
2012-04-23,Ăn sáng,"20,000",,0,,,,
2012-04-23,Ăn trưa,"60,000",,0,,,,
2012-04-24,Ăn sáng,"20,000",,0,,,,
2012-04-24,Gửi xe,"3,000",,0,,,,
2012-04-24,Ăn tối,"21,000",,0,,,,
2012-04-24,Linh tinh,"15,000",Nước ngọt,0,,,,
2012-04-25,Ăn sáng,"10,000",,0,,,,
2012-04-26,Ăn sáng,"20,000",,0,,,,
2012-04-26,Ăn trưa,"50,000",,0,,,,
2012-04-26,Linh tinh,"86,000","Thuốc nhứt đầu, sốt + Viên sủi Plusssz",0,,,,
2012-04-26,Ăn tối,"15,000",,0,,,,
2012-04-26,Đổ xăng,"50,000",,0,,,,
2012-04-27,Ăn sáng,"23,000",,0,,,,
2012-04-27,Ăn trưa,"30,000",,0,,,,
2012-04-27,Linh tinh,"20,000",Ủng hộ a Lộc,0,,,,
2012-04-27,Ăn tối,"10,000",,0,,,,
2012-04-27,Thu tiền mượn,"-200,000",Nhân,0,,,,
2012-04-28,Rút tài khoản,"-1,000,000",,0,,,,
2012-04-28,Ăn trưa,"30,000",,0,,,,
2012-04-28,Ăn tối,"28,000",,0,,,,
2012-04-28,Linh tinh,"43,000",Đồ ăn tối cho Nhân + Huy,0,,,,
2012-04-28,Cà phê,"165,000","Với Lai, Mỹ, Thoa, Nguyên",0,,,,
2012-04-29,Ăn trưa,"22,000",,0,,,,
2012-04-29,Ăn tối,"15,000",,0,,,,
2012-04-30,Ăn sáng,"20,000",,0,,,,
2012-04-30,Đổ xăng,"50,000",,0,,,,
2012-05-01,Ăn sáng,"17,000",,0,,,,
2012-05-01,Linh tinh,"20,000",Thuốc ho,0,,,,
2012-05-02,Ăn sáng,"10,000",,0,,,,
2012-05-02,Ăn trưa,"50,000",,0,,,,
2012-05-02,Linh tinh,"59,000","OMO, Downy 1 Lần Xả, PS Trà Xanh",0,,,,
2012-05-03,Ăn sáng,"20,000",,0,,,,
2012-05-03,Ăn trưa,"30,000",,0,,,,
2012-05-03,Linh tinh,"14,000",Bánh mì que,0,,,,
2012-05-03,Rút tài khoản,"-700,000",,0,,,,
2012-05-03,Linh tinh,"10,000",Bánh mì,0,,,,
2012-05-03,Linh tinh,"280,000",Vé xe về quê,0,,,,
2012-05-03,Linh tinh,"2,000",Đi vệ sinh,0,,,,
2012-05-05,Linh tinh,"5,000",Bàn chải đánh răng,0,,,,
2012-05-05,Hớt tóc,"15,000",,0,,,,
2012-05-06,Linh tinh,"230,000",Tiền xe,0,,,,
2012-05-07,Gửi xe,"40,000",Bến xe Miền Đông,0,,,,
2012-05-07,Ăn sáng,"24,000",,0,,,,
2012-05-07,Ăn tối,"17,000",,0,,,,
2012-05-07,Đổ xăng,"50,000",,0,,,,
2012-05-08,Ăn sáng,"15,000",,0,,,,
2012-05-08,Ăn trưa,"90,000",,0,,,,
2012-05-08,Gửi xe,"3,000",,0,,,,
2012-05-08,Đá banh,"10,000",,0,,,,
2012-05-08,Ăn tối,"10,000",Nợ 2000,0,,,,
2012-05-09,Ăn sáng,"10,000",,0,,,,
2012-05-09,Ăn trưa,"30,000",,0,,,,
2012-05-09,Nhậu,"90,000",,0,,,,
2012-05-09,Linh tinh,"15,000",Bánh mì,0,,,,
2012-05-10,Ăn sáng,"15,000",,0,,,,
2012-05-10,Ăn trưa,"70,000",,0,,,,
2012-05-10,Ăn tối,"14,000",,0,,,,
2012-05-10,Cà phê,"50,000",12A,0,,,,
2012-05-11,Ăn sáng,"7,000",,0,,,,
2012-05-11,Ăn trưa,"30,000",,0,,,,
2012-05-11,Rút tài khoản,"-7,000,000",Rút tài khoản + Châu trả,0,,,,
2012-05-11,Linh tinh,"7,000",Bánh mì que,0,,,,
2012-05-11,Cà phê,"120,000",,0,,,,
2012-05-12,Rút tài khoản,"-3,500,000",,0,,,,
2012-05-12,Đổ xăng,"50,000",,0,,,,
2012-05-12,Cho mượn,"10,000,000",Chị Hai,0,,,,
2012-05-12,Thu,"-40,000",Chị Hai đưa tiền ăn trưa dư,0,,,,
2012-05-13,Cà phê,"40,000",12A,0,,,,
2012-05-13,Linh tinh,"300,000",Đám cưới anh Phú Viễn,0,,,,
2012-05-13,Cà phê,"25,000",Coi đá banh với Nhân,0,,,,
2012-05-14,Ăn sáng,"7,000",,0,,,,
2012-05-14,Ăn trưa,"30,000",,0,,,,
2012-05-14,Mượn,"-300,000",An Gameloft,0,,,,
2012-05-14,Ăn tối,"20,000",,0,,,,
2012-05-15,Đổ xăng,"50,000",,0,,,,
2012-05-15,Ăn sáng,"15,000",,0,,,,
2012-05-15,Ăn trưa,"40,000",,0,,,,
2012-05-15,Gửi xe,"3,000",,0,,,,
2012-05-15,Ăn tối,"12,000",,0,,,,
2012-05-16,Ăn sáng,"20,000",,0,,,,
2012-05-16,Ăn trưa,"35,000",,0,,,,
2012-05-16,Ăn tối,"17,000",,0,,,,
2012-05-17,Ăn sáng,"17,000",,0,,,,
2012-05-17,Ăn trưa,"30,000",,0,,,,
2012-05-17,Gửi xe,"5,000",Bệnh viện Gia Định,0,,,,
2012-05-17,Thu tiền mượn,"-10,000,000",Chị Hai,0,,,,
2012-05-18,Ăn sáng,"18,000",,0,,,,
2012-05-18,Trả nợ,"300,000",An Gameloft,0,,,,
2012-05-18,Ăn tối,"26,000",,0,,,,
2012-05-18,Thu tiền mượn,"-300,000",Nhân,0,,,,
2012-05-18,Phòng,"630,000",,0,,,,
2012-05-19,Ăn trưa,"15,000",,0,,,,
2012-05-19,Ăn tối,"25,000",,0,,,,
2012-05-19,Đổ xăng,"50,000",,0,,,,
2012-05-19,Cà phê,"63,000",Cafe Piano đường Nguyễn Trọng Tuyển,0,,,,
2012-05-20,Ăn trưa,"20,000",,0,,,,
2012-05-20,Linh tinh,"10,000","Chơi PES với Nhân, Nghĩa",0,,,,
2012-05-20,Linh tinh,"45,000",Sửa xe,0,,,,
2012-05-20,Ăn tối,"36,000",Với Thu,0,,,,
2012-05-20,Linh tinh,"10,000",Trứng vịt lộn,0,,,,
2012-05-21,Ăn sáng,"7,000",,0,,,,
2012-05-21,Ăn trưa,"60,000",Trả An 30k hôm 18/5,0,,,,
2012-05-21,Linh tinh,"244,000","Dầu gội, nước xả vải, sữa rửa mặt, bột giặt, lăn khử mùi",0,,,,
2012-05-21,Gửi xe,"3,000",Siêu thị Maximark,0,,,,
2012-05-21,Ăn tối,"28,000",,0,,,,
2012-05-22,Ăn sáng,"20,000",,0,,,,
2012-05-22,Đổ xăng,"50,000",,0,,,,
2012-05-22,Ăn trưa,"30,000",,0,,,,
2012-05-22,Gửi xe,"3,000",,0,,,,
2012-05-22,Ăn tối,"17,000",,0,,,,
2012-05-23,Ăn sáng,"9,000",,0,,,,
2012-05-23,Ăn tối,"20,000",,0,,,,
2012-05-24,Ăn sáng,"15,000",,0,,,,
2012-05-24,Ăn trưa,"32,000",,0,,,,
2012-05-24,Ăn tối,"28,000",,0,,,,
2012-05-24,Thu tiền mượn,"-100,000",Mỹ,0,,,,
2012-05-24,Cà phê,"115,000",Với Mỹ,0,,,,
2012-05-25,Ăn sáng,"15,000",,0,,,,
2012-05-25,Ăn trưa,"30,000",,0,,,,
2012-05-26,Linh tinh,"299,000","Chuột, thẻ nhớ",0,,,,
2012-05-26,Đổ xăng,"50,000",,0,,,,
2012-05-27,Ăn trưa,"14,000",,0,,,,
2012-05-27,Cà phê,"50,000",Offline Việt Guitar,0,,,,
2012-05-27,Ăn tối,"27,000",,0,,,,
2012-05-28,Ăn sáng,"7,000",,0,,,,
2012-05-28,Ăn trưa,"30,000",,0,,,,
2012-05-28,Gửi xe,"3,000",,0,,,,
2012-05-28,Đá banh,"20,000",,0,,,,
2012-05-28,Ăn tối,"30,000",,0,,,,
2012-05-28,Linh tinh,"22,000",Nước ngọt,0,,,,
2012-05-29,Ăn sáng,"7,000",,0,,,,
2012-05-29,Linh tinh,"16,000",Bánh mì,0,,,,
2012-05-29,Gửi xe,"3,000",,0,,,,
2012-05-29,Đá banh,"10,000",,0,,,,
2012-05-29,Ăn tối,"12,000",,0,,,,
2012-05-29,Linh tinh,"22,000",Nước ngọt,0,,,,
2012-05-30,Ăn sáng,"9,000",,0,,,,
2012-05-30,Ăn trưa,"70,000",,0,,,,
2012-05-30,Linh tinh,"100,000",Đóng tiền đi chơi Team Building,0,,,,
2012-05-30,Thu tiền mượn,"-300,000",Lai,0,,,,
2012-05-30,Ăn tối,"42,000",Với Lai,0,,,,
2012-05-30,Linh tinh,"46,000",Ăn khuya với Lai,0,,,,
2012-05-31,Cho mượn,"500,000",Nhân,0,,,,
2012-05-31,Ăn sáng,"9,000",,0,,,,
2012-05-31,Ăn trưa,"4,000",,0,,,,
2012-05-31,Đổ xăng,"50,000",,0,,,,
2012-05-31,Ăn tối,"100,000",,0,,,,
2012-05-31,Linh tinh,"190,000",Chuột,0,,,,
2012-06-01,Ăn sáng,"9,000",,0,,,,
2012-06-01,Ăn trưa,"50,000",,0,,,,
2012-06-01,Nhậu,"100,000",,0,,,,
2012-06-02,Ăn tối,"22,000",,0,,,,
2012-06-03,Linh tinh,"75,000",Thay đèn xe,0,,,,
2012-06-03,Ăn trưa,"22,000",,0,,,,
2012-06-03,Ăn tối,"20,000",,0,,,,
2012-06-03,Linh tinh,"5,000","Chơi PES với Nhân, Nghĩa",0,,,,
2012-06-04,Ăn sáng,"9,000",,0,,,,
2012-06-04,Thu,"-100,000",Nhận lại tiền đi chơi Team Building,0,,,,
2012-06-04,Ăn trưa,"40,000",,0,,,,
2012-06-04,Gửi xe,"3,000",,0,,,,
2012-06-04,Đá banh,"10,000",,0,,,,
2012-06-04,Ăn tối,"20,000",,0,,,,
2012-06-05,Ăn sáng,"9,000",,0,,,,
2012-06-05,Linh tinh,"70,000",Góp tiền tổ chức sinh nhật chị Thanh Producer,0,,,,
2012-06-05,Ăn trưa,"44,000",,0,,,,
2012-06-05,Gửi xe,"3,000",,0,,,,
2012-06-05,Ăn tối,"20,000",,0,,,,
2012-06-06,Linh tinh,"2,000",Bơm xe,0,,,,
2012-06-06,Đổ xăng,"50,000",,0,,,,
2012-06-06,Ăn sáng,"15,000",,0,,,,
2012-06-06,Ăn trưa,"20,000",,0,,,,
2012-06-06,Gửi xe,"4,000",,0,,,,
2012-06-06,Thu tiền mượn,"-500,000",Nhân,0,,,,
2012-06-07,Ăn sáng,"17,000",,0,,,,
2012-06-07,Ăn trưa,"40,000",,0,,,,
2012-06-07,Ăn tối,"17,000",,0,,,,
2012-06-08,Ăn sáng,"9,000",,0,,,,
2012-06-08,Ăn trưa,"167,000",,0,,,,
2012-06-08,Linh tinh,"25,000",Sửa xe,0,,,,
2012-06-08,Nhậu,"110,000",,0,,,,
2012-06-09,Linh tinh,"6,000",Cafe,0,,,,
2012-06-10,Linh tinh,"70,000",Đồ bó đầu gối,0,,,,
2012-06-10,Ăn tối,"24,000",,0,,,,
2012-06-11,Ăn sáng,"10,000",,0,,,,
2012-06-11,Ăn trưa,"35,000",,0,,,,
2012-06-11,Gửi xe,"3,000",,0,,,,
2012-06-11,Đá banh,"10,000",,0,,,,
2012-06-12,Linh tinh,"5,000",Sửa đèn xe,0,,,,
2012-06-12,Ăn sáng,"15,000",,0,,,,
2012-06-12,Ăn trưa,"25,000",,0,,,,
2012-06-12,Ăn tối,"28,000",,0,,,,
2012-06-12,Cà phê,"200,000",Giao lưu piano của nghệ sĩ Vân Anh,0,,,,
2012-06-13,Đổ xăng,"50,000",,0,,,,
2012-06-13,Linh tinh,"63,000",Sữa + bánh mì,0,,,,
2012-06-13,Ăn trưa,"40,000",,0,,,,
2012-06-13,Ăn tối,"13,000",,0,,,,
2012-06-13,Phòng,"625,000",,0,,,,
2012-06-14,Ăn sáng,"9,000",,0,,,,
2012-06-14,Ăn trưa,"40,000",,0,,,,
2012-06-15,Ăn sáng,"24,000",,0,,,,
2012-06-15,Linh tinh,"140,000",Áo đá  banh,0,,,,
2012-06-15,Ăn trưa,"20,000",,0,,,,
2012-06-15,Linh tinh,"16,000",Cafe,0,,,,
2012-06-15,Ăn tối,"28,000",,0,,,,
2012-06-16,Thu tiền mượn,"-100,000",Trúc,0,,,,
2012-06-16,Thu tiền mượn,"-100,000",Xuân Thịnh,0,,,,
2012-06-16,Thu tiền mượn,"-100,000",Trang,0,,,,
2012-06-16,Thu tiền mượn,"-100,000",Thái Thịnh,0,,,,
2012-06-16,Nhậu,"100,000",Đá banh với lớp 12A,0,,,,
2012-06-16,Đổ xăng,"50,000",,0,,,,
2012-06-17,Ăn tối,"24,000",,0,,,,
2012-06-17,Cà phê,"70,000",Với Mỹ,0,,,,
2012-06-18,Ăn sáng,"7,000",,0,,,,
2012-06-18,Ăn trưa,"20,000",Anh Sỹ trả dùm 15k,0,,,,
2012-06-18,Gửi xe,"3,000",,0,,,,
2012-06-18,Đá banh,"20,000",,0,,,,
2012-06-18,Linh tinh,"12,000",Uống nước,0,,,,
2012-06-18,Ăn tối,"12,000",,0,,,,
2012-06-19,Ăn trưa,"59,000",,0,,,,
2012-06-19,Linh tinh,"315,000","Quà cho Nhung 061, Châu GL",0,,,,
2012-06-19,Ăn tối,"35,000",,0,,,,
2012-06-19,Cho mượn,"1,000,000",Nghĩa,0,,,,
2012-06-20,Cho mượn,"1,000,000",Nhân,0,,,,
2012-06-20,Ăn sáng,"15,000",,0,,,,
2012-06-20,Ăn trưa,"22,000",,0,,,,
2012-06-20,Ăn tối,"41,000",,0,,,,
2012-06-20,Đổ xăng,"50,000",,0,,,,
2012-06-21,Ăn sáng,"9,000",,0,,,,
2012-06-21,Ăn trưa,"60,000",,0,,,,
2012-06-21,Ăn tối,"17,000",,0,,,,
2012-06-22,Cho mượn,"500,000",Nhân,0,,,,
2012-06-22,Ăn sáng,"20,000",,0,,,,
2012-06-22,Ăn trưa,"10,000",,0,,,,
2012-06-22,Ăn tối,"10,000",,0,,,,
2012-06-22,Nhậu,"100,000","Sinh nhật Nhung với Tiến, Thiện, Huyên",0,,,,
2012-06-23,Linh tinh,"80,000",Hoa cho Thu,0,,,,
2012-06-23,Gửi xe,"3,000",,0,,,,
2012-06-23,Ăn tối,"10,000",,0,,,,
2012-06-24,Linh tinh,"20,000",2 lon Bò Húc,0,,,,
2012-06-24,Đổ xăng,"50,000",,0,,,,
2012-06-24,Thay nhớt,"95,000",,0,,,,
2012-06-24,Đá banh,"30,000",,0,,,,
2012-06-24,Linh tinh,"100,000",Áo đá banh,0,,,,
2012-06-24,Thất thoát,"55,000",,0,,,,
2012-06-25,Ăn trưa,"33,000",,0,,,,
2012-06-25,Gửi xe,"3,000",,0,,,,
2012-06-25,Đá banh,"20,000",,0,,,,
2012-06-25,Ăn tối,"22,000",,0,,,,
2012-06-26,Ăn sáng,"9,000",,0,,,,
2012-06-26,Rút tài khoản,"-1,000,000",,0,,,,
2012-06-26,Ăn trưa,"30,000",,0,,,,
2012-06-26,Linh tinh,"100,000",Khám bệnh,0,,,,
2012-06-26,Linh tinh,"120,000",Thuốc thủy đậu,0,,,,
2012-06-26,Đổ xăng,"50,000",,0,,,,
2012-07-01,Linh tinh,"54,000",Thuốc thủy đậu thêm,1,,,,
,,,,0,,,,
,,,,0,,,,
,,,,0,,,,
,,,,0,,,,
,,,,0,,,,
,,,,0,,,,
,,,,0,,,,
,,,,0,,,,
,,,,0,,,,